Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Fuel_Price_Category
SC-12633,2024-11-01,Shanghai,Antwerp,Rail,Textiles,2920.82,491.82,2.98,6.4,Clear,0.968,3.69,1,Medium
SC-12634,2025-08-04,Dubai,Singapore,Sea,Automotive,10839.17,334.01,3.57,4.6,Rain,0.678,22.48,1,Medium
SC-12635,2025-09-09,Los Angeles,Busan,Road,Automotive,10162.59,22.88,1.91,4.6,Clear,0.7,6.72,0,Low
SC-12636,2024-04-19,Dubai,Marseille,Road,Pharmaceuticals,14507.69,163.98,3.58,0.2,Fog,0.873,12.75,0,Medium
SC-12637,2024-12-09,Los Angeles,Hamburg,Rail,Perishables,11535.05,312.03,3.88,1.7,Clear,0.567,8.62,0,Medium
SC-12638,2024-10-18,Antwerp,Singapore,Road,Electronics,14286.2,29.11,2.56,4.9,Fog,0.657,15.43,1,Medium
SC-12639,2025-04-10,Shanghai,Marseille,Sea,Perishables,10686.84,12.92,3.66,8.2,Fog,0.559,31.23,1,Medium
SC-12640,2025-10-18,Los Angeles,Dubai,Air,Perishables,4821.76,225.56,2.53,2.8,Storm,0.727,0.5,1,Medium
SC-12641,2025-07-10,Antwerp,Singapore,Air,Electronics,2027.79,167.01,3.44,5.2,Rain,0.776,0.5,0,Medium
SC-12642,2025-06-20,Busan,Antwerp,Road,Textiles,11836.45,219.71,3.72,3.4,Rain,0.606,10.03,0,Medium
SC-12643,2025-05-20,Hamburg,Los Angeles,Sea,Perishables,9840.16,132.08,4.47,1.0,Clear,0.513,13.88,1,High
SC-12644,2024-05-17,Hamburg,Rotterdam,Rail,Automotive,1198.7,83.19,2.34,9.6,Fog,0.86,2.82,0,Medium
SC-12645,2025-05-31,Antwerp,Shanghai,Road,Perishables,5720.73,344.88,2.56,8.5,Rain,0.51,5.86,1,Medium
SC-12646,2025-04-24,Dubai,Shanghai,Sea,Automotive,14373.6,257.77,1.75,0.8,Rain,0.987,24.49,1,Low
SC-12647,2024-10-06,Busan,Rotterdam,Sea,Perishables,7755.82,100.88,1.87,7.2,Fog,0.611,21.16,0,Low
SC-12648,2024-07-16,Antwerp,Rotterdam,Air,Perishables,6774.57,160.48,3.49,3.5,Clear,0.832,0.5,1,Medium
SC-12649,2024-04-25,Busan,Marseille,Road,Pharmaceuticals,7136.64,296.31,4.23,9.9,Rain,0.717,7.5,1,High
SC-12650,2024-12-04,Hamburg,Antwerp,Rail,Perishables,3528.8,37.04,2.5,3.0,Clear,0.53,3.21,1,Medium
SC-12651,2024-06-15,Rotterdam,Hamburg,Air,Pharmaceuticals,5846.25,74.58,1.79,2.4,Fog,0.736,0.5,0,Low
SC-12652,2025-04-14,Busan,Dubai,Road,Perishables,5862.29,37.55,2.14,5.7,Hurricane,0.758,35.25,1,Medium
SC-12653,2025-10-25,Shanghai,Busan,Air,Textiles,1259.15,406.35,2.7,8.4,Hurricane,0.927,1.58,1,Medium
SC-12654,2024-09-20,Shanghai,Los Angeles,Road,Electronics,11629.73,376.45,2.16,1.9,Storm,0.866,22.98,1,Medium
SC-12655,2024-07-09,Hamburg,Busan,Road,Automotive,6539.31,376.9,1.97,7.1,Storm,0.54,15.69,1,Low
SC-12656,2024-01-15,Busan,Singapore,Road,Automotive,12421.61,358.45,3.63,0.6,Hurricane,0.605,61.05,1,Medium
SC-12657,2024-12-11,Busan,Shanghai,Sea,Electronics,12830.05,335.02,1.23,9.2,Clear,0.656,26.24,1,Low
SC-12658,2024-10-29,Los Angeles,Dubai,Rail,Textiles,3573.91,239.02,2.98,0.8,Clear,0.558,1.87,1,Medium
SC-12659,2025-08-04,Rotterdam,Dubai,Sea,Automotive,10031.63,321.5,3.82,9.1,Storm,0.728,60.98,1,Medium
SC-12660,2025-11-21,Singapore,Marseille,Rail,Textiles,7348.09,20.14,2.08,4.9,Hurricane,0.992,50.62,1,Medium
SC-12661,2024-07-16,Shanghai,Rotterdam,Air,Textiles,13262.27,311.11,3.19,4.5,Clear,0.757,1.1,0,Medium
SC-12662,2024-06-28,Singapore,Shanghai,Sea,Textiles,3628.24,389.16,3.41,9.7,Rain,0.871,8.62,1,Medium
SC-12663,2025-09-17,Shanghai,Antwerp,Rail,Electronics,10328.29,250.68,3.36,9.9,Fog,0.841,15.78,0,Medium
SC-12664,2025-10-16,Busan,Shanghai,Sea,Electronics,9312.41,179.4,2.67,6.5,Rain,0.925,21.4,0,Medium
SC-12665,2025-02-19,Singapore,Dubai,Road,Pharmaceuticals,4781.87,139.44,2.34,1.3,Hurricane,0.608,24.83,1,Medium
SC-12666,2025-03-13,Rotterdam,Hamburg,Sea,Perishables,2480.71,321.76,3.96,5.1,Storm,0.877,11.3,1,Medium
SC-12667,2025-06-11,Antwerp,Marseille,Rail,Perishables,9948.78,346.71,3.7,5.3,Storm,0.941,26.79,1,Medium
SC-12668,2024-12-01,Dubai,Antwerp,Road,Pharmaceuticals,11209.66,435.61,2.26,5.1,Storm,0.586,25.13,1,Medium
SC-12669,2024-03-29,Rotterdam,Singapore,Sea,Textiles,5076.6,171.82,1.54,5.7,Hurricane,0.673,72.11,1,Low
SC-12670,2025-02-14,Hamburg,Rotterdam,Road,Electronics,9850.07,385.12,1.44,0.2,Storm,0.985,17.25,0,Low
SC-12671,2025-11-16,Shanghai,Hamburg,Air,Electronics,6229.4,281.12,1.51,7.1,Hurricane,0.89,3.04,1,Low
SC-12672,2024-04-07,Shanghai,Marseille,Air,Textiles,10841.5,441.54,3.12,7.1,Rain,0.641,0.58,1,Medium
SC-12673,2024-07-08,Busan,Antwerp,Road,Automotive,3388.62,264.38,1.37,1.2,Storm,0.782,5.84,0,Low
SC-12674,2024-05-23,Busan,Shanghai,Rail,Automotive,13408.12,259.3,2.31,5.7,Fog,0.702,17.27,0,Medium
SC-12675,2025-05-03,Los Angeles,Marseille,Air,Electronics,4667.44,289.36,3.69,5.7,Rain,0.745,0.5,0,Medium
SC-12676,2024-11-27,Hamburg,Marseille,Rail,Perishables,5832.9,374.91,2.17,6.8,Hurricane,0.678,43.62,1,Medium
SC-12677,2024-09-11,Busan,Hamburg,Road,Textiles,1342.33,482.38,3.72,0.9,Hurricane,0.64,6.69,1,Medium
SC-12678,2024-01-07,Busan,Los Angeles,Rail,Perishables,2116.93,37.71,3.66,6.3,Hurricane,0.837,15.72,1,Medium
SC-12679,2024-09-24,Hamburg,Singapore,Sea,Electronics,7980.0,27.66,2.01,2.8,Clear,0.889,12.61,0,Medium
SC-12680,2025-01-27,Dubai,Marseille,Road,Automotive,4380.09,468.84,3.61,5.1,Rain,0.937,3.27,0,Medium
SC-12681,2024-08-29,Singapore,Busan,Road,Pharmaceuticals,12614.46,265.41,3.67,7.7,Fog,0.578,15.87,1,Medium
SC-12682,2025-04-02,Singapore,Los Angeles,Air,Automotive,713.05,307.84,2.51,7.1,Storm,0.911,0.5,1,Medium
SC-12683,2024-09-30,Antwerp,Marseille,Rail,Perishables,5996.86,241.73,1.89,1.2,Rain,0.627,5.62,1,Low
SC-12684,2024-12-03,Shanghai,Hamburg,Sea,Perishables,5391.51,47.74,2.92,5.9,Hurricane,0.714,77.03,1,Medium
SC-12685,2024-11-05,Antwerp,Rotterdam,Road,Electronics,780.25,384.28,4.24,9.7,Rain,0.951,0.5,1,High
SC-12686,2025-08-19,Busan,Hamburg,Rail,Automotive,2303.34,373.87,3.31,1.6,Rain,0.727,1.89,0,Medium
SC-12687,2025-08-09,Dubai,Singapore,Road,Electronics,6497.82,156.54,1.77,8.5,Storm,0.599,16.89,1,Low
SC-12688,2024-01-12,Antwerp,Marseille,Road,Pharmaceuticals,7646.54,153.81,3.45,7.0,Storm,0.58,18.54,1,Medium
SC-12689,2024-09-24,Busan,Rotterdam,Air,Pharmaceuticals,6362.2,419.08,2.61,7.7,Clear,0.736,0.5,0,Medium
SC-12690,2025-10-31,Busan,Hamburg,Rail,Perishables,8198.6,37.11,3.15,2.8,Fog,0.881,10.69,0,Medium
SC-12691,2025-01-03,Singapore,Hamburg,Road,Automotive,9129.41,440.67,3.62,2.9,Storm,0.999,17.73,0,Medium
SC-12692,2025-12-10,Singapore,Marseille,Sea,Perishables,643.9,129.07,2.9,9.1,Clear,0.894,0.78,1,Medium
SC-12693,2024-08-29,Rotterdam,Antwerp,Rail,Textiles,7229.38,296.9,3.89,3.6,Hurricane,0.939,46.85,1,Medium
SC-12694,2024-03-04,Hamburg,Los Angeles,Road,Textiles,14470.74,468.06,3.58,0.6,Rain,0.874,9.78,1,Medium
SC-12695,2025-11-14,Rotterdam,Singapore,Rail,Pharmaceuticals,8025.97,339.38,3.23,6.0,Storm,0.948,21.38,1,Medium
SC-12696,2024-05-01,Busan,Antwerp,Air,Pharmaceuticals,10324.36,207.8,1.7,1.2,Hurricane,0.538,4.91,1,Low
SC-12697,2025-04-21,Antwerp,Rotterdam,Sea,Electronics,5022.03,345.08,3.96,8.0,Clear,0.965,9.46,0,Medium
SC-12698,2024-11-10,Rotterdam,Hamburg,Road,Perishables,11722.87,172.65,4.29,6.4,Storm,0.698,27.48,1,High
SC-12699,2024-06-12,Hamburg,Marseille,Sea,Perishables,11707.36,139.35,1.65,8.7,Fog,0.961,34.2,1,Low
SC-12700,2025-02-19,Antwerp,Busan,Air,Perishables,8058.79,498.34,2.81,7.8,Fog,0.538,0.5,1,Medium
SC-12701,2025-12-03,Busan,Dubai,Rail,Pharmaceuticals,14652.2,375.64,2.05,1.1,Rain,0.858,12.66,0,Medium
SC-12702,2025-05-29,Shanghai,Marseille,Sea,Electronics,2320.48,322.72,3.69,3.8,Clear,0.868,4.16,0,Medium
SC-12703,2025-12-21,Busan,Los Angeles,Road,Perishables,745.74,178.29,3.58,7.7,Rain,0.998,0.5,0,Medium
SC-12704,2024-11-14,Busan,Los Angeles,Air,Perishables,11667.29,25.53,1.66,4.2,Rain,0.884,0.65,1,Low
SC-12705,2025-12-07,Busan,Singapore,Air,Electronics,12203.76,16.5,4.09,9.7,Fog,0.691,1.96,1,High
SC-12706,2024-04-30,Rotterdam,Dubai,Rail,Textiles,2243.0,277.54,1.8,7.4,Clear,0.779,1.91,0,Low
SC-12707,2025-10-16,Singapore,Los Angeles,Air,Pharmaceuticals,4350.95,381.25,3.83,0.2,Clear,0.683,0.5,0,Medium
SC-12708,2024-10-29,Antwerp,Shanghai,Road,Pharmaceuticals,754.51,269.15,2.71,8.8,Hurricane,0.598,5.81,1,Medium
SC-12709,2025-01-11,Hamburg,Marseille,Rail,Pharmaceuticals,4752.97,420.55,2.28,1.0,Fog,0.624,5.57,1,Medium
SC-12710,2025-09-21,Busan,Marseille,Air,Perishables,11710.56,17.68,1.72,1.4,Rain,0.611,1.22,1,Low
SC-12711,2024-08-14,Antwerp,Marseille,Sea,Perishables,8010.43,184.01,1.75,7.3,Hurricane,0.774,120.82,1,Low
SC-12712,2024-08-12,Dubai,Marseille,Air,Perishables,5547.39,119.3,3.38,8.6,Hurricane,0.953,4.07,1,Medium
SC-12713,2024-05-16,Hamburg,Antwerp,Rail,Textiles,5890.22,224.19,3.02,5.4,Storm,0.956,15.18,1,Medium
SC-12714,2025-05-04,Dubai,Busan,Road,Automotive,519.63,37.12,1.6,2.9,Storm,0.527,0.81,1,Low
SC-12715,2024-06-05,Singapore,Marseille,Air,Electronics,4847.11,477.11,1.57,3.5,Storm,0.54,0.54,1,Low
SC-12716,2025-04-10,Singapore,Dubai,Sea,Textiles,9873.65,112.4,1.44,3.4,Clear,0.623,16.54,0,Low
SC-12717,2025-09-12,Singapore,Dubai,Road,Electronics,14625.82,461.23,3.65,3.3,Rain,0.628,12.06,1,Medium
SC-12718,2025-01-17,Rotterdam,Dubai,Air,Textiles,12782.38,213.52,3.55,2.4,Hurricane,0.547,6.21,1,Medium
SC-12719,2025-03-01,Dubai,Marseille,Rail,Perishables,842.13,492.78,1.39,6.1,Storm,0.694,2.33,1,Low
SC-12720,2025-12-19,Dubai,Busan,Road,Textiles,13529.13,277.48,3.05,9.0,Storm,0.794,34.99,1,Medium
SC-12721,2025-07-16,Singapore,Rotterdam,Road,Textiles,11856.38,465.49,1.48,3.1,Rain,0.789,9.3,0,Low
SC-12722,2025-04-27,Dubai,Busan,Air,Perishables,11815.45,3.67,4.18,1.9,Clear,0.772,1.58,0,High
SC-12723,2025-07-04,Antwerp,Busan,Road,Automotive,7140.94,374.37,4.19,8.4,Storm,0.669,17.37,1,High
SC-12724,2025-11-11,Shanghai,Los Angeles,Sea,Pharmaceuticals,6271.08,451.62,3.5,7.4,Fog,0.853,18.12,1,Medium
SC-12725,2024-08-11,Antwerp,Rotterdam,Road,Textiles,4892.28,70.72,4.26,9.3,Rain,0.913,5.31,1,High
SC-12726,2024-09-10,Dubai,Antwerp,Sea,Automotive,1452.58,48.97,3.88,1.7,Clear,0.673,2.76,0,Medium
SC-12727,2025-11-27,Dubai,Hamburg,Sea,Textiles,3809.41,212.86,3.93,1.4,Hurricane,0.543,46.07,1,Medium
SC-12728,2025-09-02,Antwerp,Marseille,Sea,Electronics,4075.75,466.91,3.08,5.4,Rain,0.648,8.56,1,Medium
SC-12729,2024-03-24,Dubai,Singapore,Rail,Perishables,7519.12,271.65,2.21,6.1,Clear,0.569,7.09,1,Medium
SC-12730,2025-06-22,Singapore,Shanghai,Sea,Perishables,11337.94,264.2,1.92,4.8,Fog,0.734,30.17,1,Low
SC-12731,2025-04-02,Los Angeles,Busan,Air,Pharmaceuticals,7370.24,71.42,2.28,6.0,Hurricane,0.578,3.96,1,Medium
SC-12732,2025-06-24,Los Angeles,Dubai,Sea,Textiles,1338.74,1.39,3.27,1.8,Fog,0.731,2.51,1,Medium
SC-12733,2025-12-21,Los Angeles,Shanghai,Air,Perishables,14387.95,405.26,1.77,4.8,Hurricane,0.611,7.24,1,Low
SC-12734,2025-01-05,Hamburg,Los Angeles,Rail,Pharmaceuticals,14169.5,44.7,2.05,6.6,Storm,0.869,38.58,1,Medium
SC-12735,2024-03-20,Shanghai,Dubai,Air,Automotive,11885.25,317.29,2.74,4.3,Hurricane,0.514,6.21,1,Medium
SC-12736,2025-07-31,Shanghai,Hamburg,Air,Pharmaceuticals,14874.25,457.39,1.97,6.8,Clear,0.777,1.57,1,Low
SC-12737,2024-04-24,Hamburg,Marseille,Road,Textiles,8394.99,105.12,3.14,4.5,Hurricane,0.585,48.93,1,Medium
SC-12738,2024-03-04,Shanghai,Dubai,Sea,Textiles,14460.14,332.97,4.25,3.3,Fog,0.5,34.34,1,High
SC-12739,2025-07-14,Dubai,Busan,Air,Textiles,1596.27,40.27,3.67,3.0,Storm,0.935,0.8,0,Medium
SC-12740,2025-06-01,Rotterdam,Busan,Air,Perishables,5802.37,302.27,3.4,4.1,Storm,0.836,0.5,0,Medium
SC-12741,2024-07-26,Singapore,Marseille,Road,Perishables,3768.03,82.8,3.12,0.2,Hurricane,0.549,17.38,1,Medium
SC-12742,2025-08-09,Dubai,Rotterdam,Road,Electronics,3339.58,368.24,2.81,6.7,Hurricane,0.832,21.13,1,Medium
SC-12743,2025-07-03,Singapore,Rotterdam,Sea,Automotive,2541.64,151.31,1.82,8.5,Fog,0.806,7.66,0,Low
SC-12744,2024-06-02,Busan,Dubai,Rail,Automotive,9525.0,232.23,4.15,3.5,Rain,0.737,9.56,1,High
SC-12745,2024-06-17,Antwerp,Marseille,Air,Electronics,11829.17,300.12,2.02,0.5,Storm,0.71,1.86,1,Medium
SC-12746,2024-12-01,Antwerp,Marseille,Air,Automotive,8885.33,86.47,1.5,9.9,Clear,0.944,1.57,1,Low
SC-12747,2025-06-16,Hamburg,Singapore,Sea,Textiles,2630.96,371.08,3.68,2.6,Hurricane,0.623,33.12,1,Medium
SC-12748,2025-03-28,Singapore,Hamburg,Rail,Pharmaceuticals,12261.29,152.02,1.78,1.3,Hurricane,0.699,72.95,1,Low
SC-12749,2024-04-29,Busan,Marseille,Rail,Pharmaceuticals,9721.34,331.52,2.43,3.7,Hurricane,0.665,64.39,1,Medium
SC-12750,2025-11-27,Singapore,Los Angeles,Sea,Electronics,6128.4,79.98,1.29,7.4,Rain,0.886,13.34,1,Low
SC-12751,2024-07-29,Dubai,Antwerp,Road,Perishables,10274.89,344.37,1.65,2.9,Clear,0.958,6.93,0,Low
SC-12752,2025-08-20,Antwerp,Rotterdam,Rail,Electronics,4268.62,64.97,1.77,5.7,Fog,0.925,6.79,0,Low
SC-12753,2025-05-15,Antwerp,Marseille,Sea,Automotive,5505.29,213.25,1.38,4.2,Fog,0.899,13.6,0,Low
SC-12754,2024-04-03,Dubai,Shanghai,Air,Textiles,13803.54,124.36,3.37,1.2,Rain,0.993,0.58,0,Medium
SC-12755,2025-06-06,Shanghai,Marseille,Rail,Perishables,4712.32,374.44,3.96,3.3,Storm,0.849,11.52,0,Medium
SC-12756,2025-04-01,Busan,Antwerp,Rail,Electronics,7314.83,131.76,2.43,7.2,Clear,0.876,6.69,0,Medium
SC-12757,2024-02-26,Shanghai,Los Angeles,Rail,Textiles,13407.05,440.98,4.09,6.1,Fog,0.991,17.84,1,High
SC-12758,2025-04-09,Los Angeles,Marseille,Road,Perishables,10761.96,446.02,1.9,1.2,Fog,0.503,9.94,1,Low
SC-12759,2024-05-15,Dubai,Shanghai,Air,Perishables,1401.95,99.02,2.27,1.6,Hurricane,0.817,1.35,1,Medium
SC-12760,2025-06-09,Busan,Hamburg,Rail,Electronics,2635.89,307.31,1.7,6.4,Clear,0.869,2.35,0,Low
SC-12761,2025-03-01,Dubai,Rotterdam,Sea,Perishables,613.7,44.77,3.25,8.1,Clear,0.959,0.53,0,Medium
SC-12762,2025-04-12,Rotterdam,Marseille,Sea,Perishables,9648.37,196.38,2.59,3.5,Rain,0.942,18.13,0,Medium
SC-12763,2025-07-31,Hamburg,Antwerp,Road,Pharmaceuticals,6991.26,356.95,3.22,6.0,Rain,0.921,7.58,0,Medium
SC-12764,2024-02-29,Dubai,Antwerp,Rail,Pharmaceuticals,2446.99,330.05,3.71,1.7,Hurricane,0.973,14.64,1,Medium
SC-12765,2025-07-26,Antwerp,Dubai,Sea,Electronics,14390.04,312.73,3.0,3.1,Fog,0.769,34.86,0,Medium
SC-12766,2025-04-18,Los Angeles,Marseille,Air,Electronics,8180.07,141.99,3.27,0.2,Rain,0.503,0.5,0,Medium
SC-12767,2025-11-19,Busan,Antwerp,Rail,Perishables,4007.45,189.63,4.29,7.7,Fog,0.506,5.94,1,High
SC-12768,2024-11-11,Shanghai,Hamburg,Rail,Pharmaceuticals,7758.75,52.37,2.19,4.0,Fog,0.772,10.43,0,Medium
SC-12769,2024-01-23,Los Angeles,Dubai,Sea,Textiles,10354.49,359.79,2.39,8.2,Clear,0.718,19.92,0,Medium
SC-12770,2025-02-09,Hamburg,Dubai,Road,Electronics,1605.47,252.44,3.57,7.1,Fog,0.726,2.17,1,Medium
SC-12771,2024-09-17,Hamburg,Shanghai,Road,Perishables,4483.21,354.67,3.22,8.3,Rain,0.7,3.83,1,Medium
SC-12772,2024-01-04,Singapore,Dubai,Sea,Pharmaceuticals,12201.0,125.22,1.79,2.9,Clear,0.959,20.38,1,Low
SC-12773,2024-08-11,Hamburg,Antwerp,Road,Textiles,7165.14,162.89,2.44,1.9,Fog,0.68,7.12,0,Medium
SC-12774,2025-08-15,Antwerp,Los Angeles,Road,Textiles,8425.37,167.77,2.74,9.7,Rain,0.928,8.74,1,Medium
SC-12775,2024-03-15,Los Angeles,Antwerp,Sea,Pharmaceuticals,6775.83,13.85,2.58,7.2,Storm,0.951,38.21,1,Medium
SC-12776,2024-02-16,Shanghai,Busan,Air,Textiles,1136.55,171.18,1.79,8.3,Clear,0.75,0.5,1,Low
SC-12777,2025-03-09,Shanghai,Busan,Rail,Textiles,2903.37,401.85,4.25,0.1,Rain,0.723,2.21,0,High
SC-12778,2024-12-18,Dubai,Hamburg,Sea,Electronics,6960.35,448.75,3.72,3.5,Storm,0.881,32.92,0,Medium
SC-12779,2025-12-18,Hamburg,Busan,Sea,Textiles,3533.19,259.59,2.79,7.4,Rain,0.854,8.03,1,Medium
SC-12780,2024-03-06,Shanghai,Rotterdam,Road,Textiles,1224.7,228.3,3.44,0.8,Rain,0.664,0.84,0,Medium
SC-12781,2025-07-08,Busan,Rotterdam,Road,Pharmaceuticals,12732.92,16.38,4.16,5.7,Rain,0.551,11.92,1,High
SC-12782,2024-03-02,Antwerp,Marseille,Air,Perishables,14727.29,439.72,1.65,4.3,Storm,0.632,2.53,1,Low
SC-12783,2024-03-11,Los Angeles,Hamburg,Sea,Electronics,12000.57,7.49,2.03,0.2,Clear,0.566,16.43,1,Medium
SC-12784,2025-04-28,Dubai,Singapore,Rail,Textiles,12879.88,472.43,2.99,2.4,Hurricane,0.647,79.99,1,Medium
SC-12785,2024-02-02,Shanghai,Dubai,Sea,Pharmaceuticals,4008.67,245.12,3.84,2.8,Hurricane,0.631,50.08,1,Medium
SC-12786,2024-10-20,Hamburg,Busan,Road,Perishables,14429.09,171.63,1.32,1.1,Rain,0.819,10.95,0,Low
SC-12787,2025-02-22,Hamburg,Rotterdam,Rail,Automotive,3355.42,462.18,4.45,6.3,Clear,0.977,2.14,0,High
SC-12788,2024-07-03,Antwerp,Shanghai,Road,Pharmaceuticals,14295.73,13.17,2.7,2.4,Fog,0.843,14.87,1,Medium
SC-12789,2024-05-18,Dubai,Antwerp,Sea,Pharmaceuticals,14924.88,291.13,2.39,2.8,Rain,0.963,28.67,1,Medium
SC-12790,2025-10-18,Los Angeles,Antwerp,Air,Perishables,10819.98,274.92,2.17,9.0,Rain,0.892,0.52,0,Medium
SC-12791,2025-10-23,Antwerp,Marseille,Rail,Electronics,14726.58,110.44,1.78,4.7,Rain,0.864,15.47,1,Low
SC-12792,2025-03-06,Antwerp,Marseille,Air,Perishables,8758.33,215.01,3.81,3.9,Fog,0.707,0.87,1,Medium
SC-12793,2025-01-18,Hamburg,Los Angeles,Road,Electronics,4263.36,326.48,4.35,7.2,Storm,0.662,9.86,1,High
SC-12794,2025-01-26,Busan,Singapore,Road,Textiles,6836.44,363.84,2.57,9.1,Storm,0.923,16.75,1,Medium
SC-12795,2025-04-04,Rotterdam,Los Angeles,Rail,Perishables,9106.63,1.36,4.34,0.3,Clear,0.953,6.56,1,High
SC-12796,2025-01-21,Singapore,Rotterdam,Road,Automotive,1559.68,468.49,3.92,4.5,Clear,0.726,0.74,0,Medium
SC-12797,2025-01-19,Rotterdam,Shanghai,Air,Textiles,9523.98,83.1,2.79,6.1,Hurricane,0.505,5.73,1,Medium
SC-12798,2024-03-23,Busan,Antwerp,Road,Automotive,14727.08,117.56,3.42,3.2,Clear,0.896,10.17,0,Medium
SC-12799,2025-11-30,Los Angeles,Singapore,Road,Pharmaceuticals,3256.56,132.47,2.64,7.7,Storm,0.643,7.71,1,Medium
SC-12800,2025-11-08,Busan,Dubai,Rail,Perishables,11992.63,19.87,3.04,9.7,Storm,0.505,38.02,1,Medium
SC-12801,2025-07-06,Hamburg,Los Angeles,Road,Textiles,13664.53,62.4,1.39,9.4,Storm,0.902,36.2,1,Low
SC-12802,2024-05-16,Antwerp,Rotterdam,Rail,Automotive,14183.67,493.19,3.5,2.7,Rain,0.759,11.56,0,Medium
SC-12803,2025-10-31,Singapore,Busan,Sea,Pharmaceuticals,14421.97,158.29,1.37,2.3,Storm,0.843,66.65,1,Low
SC-12804,2024-12-22,Los Angeles,Shanghai,Rail,Electronics,8061.16,58.54,3.9,9.6,Hurricane,0.957,65.53,1,Medium
SC-12805,2024-05-01,Dubai,Marseille,Rail,Pharmaceuticals,14670.96,54.39,3.92,4.6,Storm,0.771,37.17,0,Medium
SC-12806,2024-07-01,Busan,Singapore,Rail,Textiles,11481.0,360.01,1.98,2.1,Rain,0.752,10.49,0,Low
SC-12807,2025-07-04,Rotterdam,Antwerp,Rail,Textiles,2844.24,427.43,2.27,7.1,Clear,0.645,2.85,0,Medium
SC-12808,2025-02-06,Los Angeles,Marseille,Sea,Pharmaceuticals,7415.05,129.22,2.79,2.8,Rain,0.653,14.25,0,Medium
SC-12809,2025-06-25,Rotterdam,Marseille,Sea,Electronics,10915.8,11.43,3.17,2.7,Storm,0.898,52.1,1,Medium
SC-12810,2024-05-10,Hamburg,Busan,Sea,Pharmaceuticals,4086.43,112.32,2.15,8.8,Rain,0.725,10.12,1,Medium
SC-12811,2024-08-16,Antwerp,Dubai,Air,Automotive,9788.92,29.2,3.16,1.6,Storm,0.582,1.94,1,Medium
SC-12812,2024-01-04,Antwerp,Los Angeles,Air,Automotive,10165.71,52.59,2.18,0.6,Clear,0.547,0.65,0,Medium
SC-12813,2024-01-24,Dubai,Rotterdam,Sea,Textiles,2859.15,216.32,1.38,2.7,Hurricane,0.736,36.69,1,Low
SC-12814,2024-11-01,Shanghai,Busan,Road,Electronics,8693.74,115.73,1.21,6.1,Storm,0.732,20.08,1,Low
SC-12815,2025-04-19,Los Angeles,Marseille,Rail,Electronics,11688.59,258.46,1.53,1.2,Fog,0.827,12.78,0,Low
SC-12816,2025-11-20,Antwerp,Dubai,Air,Automotive,7733.99,127.49,3.81,4.7,Fog,0.736,0.5,1,Medium
SC-12817,2025-07-11,Hamburg,Rotterdam,Road,Automotive,675.5,470.33,4.37,6.3,Storm,0.572,2.11,1,High
SC-12818,2025-03-10,Hamburg,Marseille,Sea,Textiles,631.06,453.07,2.61,8.5,Clear,0.754,1.21,0,Medium
SC-12819,2025-06-28,Rotterdam,Shanghai,Rail,Textiles,5676.93,283.84,2.89,2.3,Clear,0.953,5.86,0,Medium
SC-12820,2025-01-23,Hamburg,Singapore,Sea,Perishables,13929.81,177.86,1.68,8.2,Hurricane,0.58,217.83,1,Low
SC-12821,2024-08-23,Los Angeles,Marseille,Sea,Perishables,3815.81,191.19,3.02,2.3,Fog,0.845,8.93,0,Medium
SC-12822,2024-09-10,Antwerp,Busan,Road,Electronics,9698.27,206.51,1.68,6.8,Clear,0.797,8.0,1,Low
SC-12823,2025-04-16,Los Angeles,Busan,Sea,Perishables,3720.1,364.06,3.22,4.3,Storm,0.874,18.29,1,Medium
SC-12824,2024-12-20,Shanghai,Los Angeles,Road,Textiles,5164.21,226.37,4.28,1.1,Fog,0.575,5.05,1,High
SC-12825,2024-06-07,Rotterdam,Busan,Sea,Pharmaceuticals,12796.61,428.51,1.85,7.1,Storm,0.971,72.38,1,Low
SC-12826,2024-10-09,Los Angeles,Marseille,Air,Electronics,11068.49,472.1,3.72,2.2,Clear,0.81,0.5,1,Medium
SC-12827,2024-07-12,Singapore,Rotterdam,Road,Textiles,1883.29,168.64,1.28,1.8,Hurricane,0.924,10.35,1,Low
SC-12828,2024-04-25,Los Angeles,Busan,Air,Automotive,6716.18,280.79,2.44,3.6,Hurricane,0.623,2.85,1,Medium
SC-12829,2024-02-02,Hamburg,Shanghai,Road,Textiles,922.96,48.43,1.57,6.5,Storm,0.87,2.32,1,Low
SC-12830,2025-11-07,Busan,Dubai,Rail,Perishables,7472.91,101.03,2.36,2.3,Clear,0.891,6.52,0,Medium
SC-12831,2025-03-05,Busan,Rotterdam,Air,Pharmaceuticals,10105.29,207.32,1.77,1.8,Storm,0.699,1.37,1,Low
SC-12832,2025-09-21,Antwerp,Los Angeles,Road,Electronics,2218.29,103.9,2.43,0.1,Fog,0.692,1.84,1,Medium
SC-12833,2024-01-17,Antwerp,Busan,Air,Automotive,4688.83,438.4,2.58,4.7,Storm,0.829,2.08,1,Medium
SC-12834,2024-09-03,Singapore,Shanghai,Sea,Automotive,6268.63,79.98,2.19,4.3,Rain,0.547,12.92,0,Medium
