Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
SC-12965,4/10/2024,Singapore,Los Angeles,Air,Pharmaceuticals,10666.96,16.45,1.98,8,Storm,0.553,2.58,1
SC-12966,4/25/2025,Los Angeles,Shanghai,Rail,Automotive,11042.32,138.17,2.61,8.4,Rain,0.907,13.21,0
SC-12967,11/23/2024,Shanghai,Rotterdam,Rail,Pharmaceuticals,8650.06,17.37,3.61,4,Storm,0.812,20.97,0
SC-12968,7/27/2024,Busan,Hamburg,Air,Automotive,14232.81,210.75,3.26,4.3,Hurricane,0.595,7.26,1
SC-12969,1/14/2025,Los Angeles,Singapore,Rail,Pharmaceuticals,7695.75,447.65,1.98,1.5,Clear,0.702,4.59,0
SC-12970,11/16/2024,Hamburg,Los Angeles,Air,Perishables,6017.51,491.34,2.86,0.5,Fog,0.769,0.9,0
SC-12971,2/27/2025,Rotterdam,Los Angeles,Sea,Textiles,2864.01,318.89,4.26,6.4,Fog,0.922,8.01,0
SC-12972,2/16/2024,Singapore,Los Angeles,Air,Electronics,11899.98,81.66,3.89,0.6,Storm,0.53,1.25,1
SC-12973,7/30/2025,Antwerp,Busan,Rail,Textiles,11149.44,453.02,2.27,7.3,Clear,0.798,11.39,0
SC-12974,8/14/2024,Antwerp,Busan,Rail,Electronics,6073.15,258.61,4.44,5.4,Storm,0.859,15.16,1
SC-12975,5/29/2024,Hamburg,Shanghai,Rail,Pharmaceuticals,865.3,77.72,3.54,2,Fog,0.989,1.26,0
SC-12976,1/17/2024,Rotterdam,Singapore,Rail,Pharmaceuticals,12665.46,460.94,1.41,5.4,Clear,0.904,11.45,0
SC-12977,9/24/2024,Shanghai,Dubai,Sea,Perishables,665.56,378.98,1.32,1.8,Hurricane,0.638,7.45,1
SC-12978,7/20/2025,Dubai,Shanghai,Sea,Automotive,10703.65,366.12,1.76,4.4,Hurricane,0.855,145,1
SC-12979,8/21/2025,Rotterdam,Los Angeles,Road,Pharmaceuticals,14568.73,354.88,3.6,8,Rain,0.882,13.75,1
SC-12980,8/16/2025,Shanghai,Busan,Rail,Electronics,6846.09,100.97,1.81,4.6,Clear,0.865,4.43,0
SC-12981,3/3/2025,Singapore,Shanghai,Rail,Pharmaceuticals,3907.11,106.29,2.89,1.5,Clear,0.91,2.38,0
SC-12982,10/29/2024,Antwerp,Busan,Rail,Textiles,10720.63,344.46,1.51,7.2,Hurricane,0.952,80.81,1
SC-12983,6/5/2024,Busan,Shanghai,Rail,Automotive,12348.36,110.64,4.24,1.9,Hurricane,0.549,75.33,1
SC-12984,7/19/2024,Busan,Marseille,Road,Textiles,8423.24,219.9,2.34,7.4,Storm,0.552,20.63,1
SC-12985,12/3/2024,Shanghai,Los Angeles,Rail,Perishables,14522.01,391.22,4.2,4.8,Storm,0.898,37.55,1
SC-12986,8/23/2024,Los Angeles,Shanghai,Air,Perishables,1249.2,392.19,4.32,4.5,Rain,0.626,0.5,0
SC-12987,1/23/2025,Los Angeles,Marseille,Air,Electronics,7819.54,227.18,1.22,8.5,Hurricane,0.529,4.38,1
SC-12988,8/6/2025,Los Angeles,Busan,Sea,Pharmaceuticals,10917.58,396.3,2.73,7.1,Hurricane,0.701,163.82,1
SC-12989,9/8/2024,Hamburg,Marseille,Sea,Textiles,13008.29,419.47,1.28,0.3,Fog,0.91,26.93,0
SC-12990,5/26/2025,Hamburg,Singapore,Air,Perishables,3099.21,327.73,4.2,3,Rain,0.563,0.5,0
SC-12991,7/17/2025,Busan,Antwerp,Air,Perishables,12100.05,114.98,2.91,8.7,Storm,0.836,2.75,0
SC-12992,11/1/2025,Antwerp,Shanghai,Air,Electronics,8514.25,137.73,1.45,0.2,Storm,0.502,1.06,1
SC-12993,12/2/2025,Rotterdam,Busan,Road,Pharmaceuticals,6250.03,158.11,1.56,5.5,Hurricane,0.555,37.71,1
SC-12994,12/11/2024,Antwerp,Los Angeles,Rail,Automotive,2409.87,59.29,2.47,7.3,Fog,0.675,3.77,0
SC-12995,9/20/2024,Los Angeles,Busan,Road,Pharmaceuticals,13046.79,137.31,4.3,6.2,Fog,0.542,15.02,0
SC-12996,5/15/2025,Los Angeles,Singapore,Sea,Perishables,2780.46,105.55,3.49,7.6,Hurricane,0.923,41.97,1
SC-12997,10/19/2025,Hamburg,Marseille,Road,Automotive,4991.92,228.21,4.06,7.3,Fog,0.932,6.36,0
SC-12998,5/17/2025,Los Angeles,Antwerp,Road,Pharmaceuticals,4705.66,454.31,2.41,6.9,Fog,0.878,5.79,1
SC-12999,4/16/2025,Antwerp,Hamburg,Road,Automotive,13135.5,53.14,1.34,8.2,Fog,0.621,16.71,0
SC-13000,6/21/2024,Rotterdam,Busan,Air,Electronics,10254.19,360.41,4.42,6.5,Hurricane,0.762,5.96,1
SC-13001,12/26/2024,Antwerp,Rotterdam,Air,Automotive,12051.88,343.95,1.26,4,Hurricane,0.592,6.26,1
SC-13002,6/22/2024,Rotterdam,Dubai,Rail,Automotive,4131.78,48.78,4.33,4.7,Hurricane,0.641,28.38,1
SC-13003,5/23/2024,Singapore,Busan,Air,Pharmaceuticals,9560.67,461.36,2.42,7.2,Hurricane,0.758,6.61,1
SC-13004,7/13/2025,Hamburg,Marseille,Road,Perishables,8790.32,284.67,1.23,8.8,Storm,0.868,21.93,1
SC-13005,5/15/2025,Hamburg,Marseille,Air,Automotive,12576.04,182.5,3.47,2.7,Fog,0.547,0.82,0
SC-13006,7/7/2024,Los Angeles,Hamburg,Sea,Textiles,13638.26,378.51,4.44,3.4,Clear,0.648,22.67,0
SC-13007,7/9/2025,Busan,Los Angeles,Air,Electronics,676.27,129.43,4.39,9.3,Fog,0.963,0.5,0
SC-13008,10/19/2025,Los Angeles,Dubai,Road,Textiles,10273.29,347.06,1.73,5.8,Clear,0.715,8.26,1
SC-13009,3/1/2024,Dubai,Hamburg,Air,Perishables,1251.62,20.82,1.8,1.8,Fog,0.969,0.5,0
SC-13010,6/20/2025,Busan,Hamburg,Sea,Automotive,8458.45,419.86,3.07,6.6,Clear,0.996,16.33,0
SC-13011,2/4/2024,Shanghai,Busan,Road,Automotive,4670.67,224.64,3.3,9.9,Fog,0.763,5.73,0
SC-13012,3/17/2024,Singapore,Shanghai,Rail,Electronics,4948.26,318.71,3.64,8.2,Hurricane,0.644,39.48,1
SC-13013,11/15/2025,Busan,Rotterdam,Sea,Pharmaceuticals,5617.9,111.4,1.8,7.5,Clear,0.895,11.3,1
SC-13014,2/19/2024,Rotterdam,Busan,Sea,Perishables,9508.74,338.86,4.36,2.1,Clear,0.58,13.98,1
SC-13015,1/7/2024,Dubai,Singapore,Sea,Automotive,5343.72,386.35,3.31,8.8,Storm,0.626,32.33,1
SC-13016,2/26/2025,Antwerp,Dubai,Road,Textiles,11124.14,237.13,4,5.3,Hurricane,0.892,66.88,1
SC-13017,5/20/2024,Los Angeles,Busan,Air,Textiles,6365.65,309.25,2.98,8.9,Fog,0.717,0.5,0
SC-13018,10/7/2025,Antwerp,Busan,Sea,Pharmaceuticals,1491.12,228.71,2.57,3.3,Clear,0.601,1.47,0
SC-13019,8/24/2024,Antwerp,Rotterdam,Rail,Electronics,11864.52,447.15,4.42,0.6,Clear,0.826,7.99,0
SC-13020,3/10/2024,Hamburg,Rotterdam,Rail,Automotive,4643.5,249.44,3.12,4.8,Clear,0.866,4.35,1
SC-13021,12/25/2025,Shanghai,Marseille,Air,Textiles,6775.12,421.06,4.06,2.7,Rain,0.563,0.89,0
SC-13022,6/3/2024,Shanghai,Antwerp,Sea,Perishables,10438.94,400.87,4.35,7.2,Hurricane,0.638,157.36,1
SC-13023,1/10/2024,Singapore,Hamburg,Road,Perishables,5320.61,205.84,3.43,9.6,Storm,0.611,14.46,1
SC-13024,8/11/2024,Singapore,Shanghai,Air,Pharmaceuticals,1320.49,115.81,3.01,6.9,Fog,0.69,0.61,0
SC-13025,6/1/2025,Dubai,Busan,Rail,Textiles,5921.86,203.63,1.21,8.9,Clear,0.882,6.01,1
SC-13026,4/11/2025,Los Angeles,Dubai,Air,Automotive,14194.5,413.28,1.33,4.5,Storm,0.857,2.36,1
SC-13027,1/17/2025,Busan,Rotterdam,Rail,Automotive,9805.15,114.59,1.86,7.7,Fog,0.831,14.37,1
SC-13028,3/2/2024,Dubai,Los Angeles,Air,Perishables,10236.45,262.69,1.81,8.4,Fog,0.503,1.38,1
SC-13029,9/24/2025,Singapore,Shanghai,Rail,Perishables,9668.09,403.24,2.04,7.1,Storm,0.571,27.64,1
SC-13030,10/15/2025,Singapore,Los Angeles,Air,Pharmaceuticals,3385.39,177.39,2.21,5.1,Fog,0.612,0.76,1
SC-13031,11/13/2025,Hamburg,Los Angeles,Rail,Pharmaceuticals,6565.84,321.46,2.39,6.3,Fog,0.636,8.3,0
SC-13032,9/23/2025,Antwerp,Hamburg,Sea,Pharmaceuticals,11388.63,123.57,2.59,7,Storm,0.573,63.82,0
SC-13033,5/9/2025,Hamburg,Marseille,Sea,Pharmaceuticals,1969.91,55.53,1.53,2.5,Clear,0.705,2.13,1
SC-13034,11/6/2025,Antwerp,Dubai,Sea,Perishables,4528.87,397.4,1.34,8.1,Storm,0.538,26.88,1
SC-13035,5/14/2025,Dubai,Busan,Sea,Electronics,4506.63,50.39,3.42,9.5,Clear,0.875,9.13,0
SC-13036,1/17/2024,Rotterdam,Shanghai,Road,Perishables,6764.27,136.42,2.97,4.7,Hurricane,0.894,39.92,1
SC-13037,1/7/2024,Singapore,Hamburg,Road,Perishables,14715.35,427.7,2.67,7,Hurricane,0.787,93.9,1
SC-13038,6/28/2025,Rotterdam,Los Angeles,Road,Perishables,1478.79,173.89,3.29,7.4,Fog,0.545,2.51,0
SC-13039,7/18/2025,Hamburg,Rotterdam,Rail,Textiles,8021.16,486.55,3.93,6.6,Clear,0.945,6.82,0
SC-13040,2/25/2025,Rotterdam,Dubai,Sea,Textiles,3100.79,489.89,2.61,5.5,Clear,0.983,5.87,0
SC-13041,1/13/2024,Busan,Rotterdam,Road,Textiles,14574.81,134.87,3.32,8.8,Fog,0.601,18.81,1
SC-13042,1/18/2024,Dubai,Los Angeles,Rail,Perishables,2142.9,21.45,4.35,4.5,Fog,0.852,2.64,0
SC-13043,6/26/2025,Busan,Antwerp,Air,Automotive,6352.21,352.83,3.97,0.6,Storm,0.921,0.89,1
SC-13044,10/8/2024,Rotterdam,Marseille,Rail,Textiles,11199.33,226.04,2.61,8.4,Storm,0.77,32.87,1
SC-13045,7/2/2025,Shanghai,Rotterdam,Rail,Electronics,10716.04,51.28,3.33,6.7,Hurricane,0.662,80.24,1
SC-13046,10/20/2024,Dubai,Rotterdam,Rail,Pharmaceuticals,6629.57,354.05,1.78,8.5,Rain,0.739,7.88,0
SC-13047,1/18/2024,Antwerp,Dubai,Rail,Automotive,5524.6,16.56,3.05,1.4,Rain,0.756,4.29,0
SC-13048,5/29/2025,Rotterdam,Busan,Rail,Textiles,6265.38,435.23,4.44,0.3,Storm,0.7,13.06,0
SC-13049,12/15/2025,Hamburg,Antwerp,Rail,Automotive,4332.01,70.19,2.91,9.3,Rain,0.965,5.36,1
SC-13050,11/21/2025,Shanghai,Hamburg,Road,Textiles,3477.33,64.53,4.26,1.5,Storm,0.872,7.12,1
SC-13051,3/16/2025,Dubai,Los Angeles,Sea,Perishables,7504.08,88.66,2.54,8.1,Hurricane,0.621,116.83,1
SC-13052,7/2/2024,Singapore,Hamburg,Air,Pharmaceuticals,4393.74,480.17,4.5,8.2,Fog,0.793,0.5,1
SC-13053,4/19/2024,Rotterdam,Busan,Rail,Pharmaceuticals,4668.19,346.89,3.11,7.1,Hurricane,0.844,35.14,1
SC-13054,4/8/2024,Busan,Hamburg,Sea,Electronics,10022.96,400.88,1.34,1.3,Hurricane,0.57,119.11,1
SC-13055,6/20/2025,Hamburg,Dubai,Road,Automotive,14543.79,199.42,3.14,6.7,Storm,0.679,33.95,1
SC-13056,6/1/2024,Dubai,Rotterdam,Air,Pharmaceuticals,9252.74,168.82,2.11,8.9,Clear,0.953,0.95,1
SC-13057,9/3/2024,Antwerp,Hamburg,Road,Textiles,1616.2,118.01,1.31,4.3,Storm,0.784,3.27,1
SC-13058,7/15/2024,Hamburg,Dubai,Sea,Textiles,1595.96,240.84,3.91,4.1,Storm,0.608,7.86,1
SC-13059,9/26/2025,Hamburg,Dubai,Sea,Perishables,14295.64,276.36,2.11,4.4,Clear,0.561,25.25,0
SC-13060,6/23/2025,Hamburg,Dubai,Rail,Pharmaceuticals,4810.72,316.26,3.83,0.8,Storm,0.759,10.34,1
SC-13061,9/15/2024,Dubai,Busan,Air,Pharmaceuticals,1834.97,129.3,2.15,8.9,Fog,0.774,0.58,0
SC-13062,12/28/2024,Antwerp,Hamburg,Sea,Perishables,9186.15,474.38,1.84,8.7,Fog,0.667,27.81,1
SC-13063,9/30/2024,Rotterdam,Antwerp,Air,Textiles,9542.91,85.71,4.41,10,Hurricane,0.815,5.37,1
SC-13064,2/10/2025,Dubai,Antwerp,Road,Textiles,9903.32,482.86,2.39,5.9,Rain,0.534,8.22,0
SC-13065,3/21/2024,Busan,Antwerp,Rail,Pharmaceuticals,4377.33,8.41,3.18,7.5,Fog,0.573,6.68,1
SC-13066,1/17/2025,Rotterdam,Singapore,Road,Electronics,719.1,241.08,3.21,2,Storm,0.773,0.87,0
SC-13067,2/19/2025,Busan,Antwerp,Road,Perishables,14492.72,167.35,3.05,6.7,Storm,0.531,33.69,1
SC-13068,4/15/2025,Singapore,Marseille,Air,Perishables,4137.95,225.11,4.22,6.5,Clear,0.94,0.8,0
SC-13069,8/1/2025,Los Angeles,Antwerp,Sea,Perishables,10302.38,285.76,3.43,9,Rain,0.571,24.4,1
SC-13070,9/6/2024,Rotterdam,Dubai,Rail,Electronics,10746.13,218.36,2.53,8.3,Storm,0.837,31.3,0
SC-13071,12/14/2025,Singapore,Rotterdam,Rail,Perishables,9345.11,208.01,4.05,9.4,Rain,0.696,12.43,1
SC-13072,8/19/2024,Los Angeles,Busan,Road,Textiles,5037.16,366.63,1.8,8.7,Hurricane,0.7,33.58,1
SC-13073,11/3/2024,Rotterdam,Hamburg,Air,Textiles,4430.9,343.25,3,8.7,Fog,0.882,0.5,1
SC-13074,12/1/2025,Singapore,Marseille,Road,Perishables,9166.19,416.8,4.34,0.6,Clear,0.75,5.4,0
SC-13075,3/23/2024,Busan,Los Angeles,Sea,Pharmaceuticals,13058.39,125.73,3.26,8.5,Fog,0.863,38.59,0
SC-13076,10/31/2025,Hamburg,Los Angeles,Rail,Pharmaceuticals,14227.64,305.15,3.9,6.1,Hurricane,0.753,102.6,1
SC-13077,10/27/2025,Rotterdam,Hamburg,Road,Automotive,2035.63,293.01,3.36,3.8,Hurricane,0.796,10.96,1
SC-13078,2/2/2024,Busan,Hamburg,Air,Perishables,2745.01,185.5,3.97,0.6,Rain,0.88,0.93,0
SC-13079,4/5/2024,Antwerp,Dubai,Rail,Textiles,14198.68,243.54,4.32,6.8,Storm,0.804,39.74,1
SC-13080,2/19/2025,Shanghai,Singapore,Road,Textiles,11179.76,157.58,2.1,3.3,Fog,0.808,11.91,0
SC-13081,1/23/2025,Busan,Dubai,Air,Textiles,13303.41,71.78,1.76,4.7,Clear,0.895,0.79,0
SC-13082,1/21/2025,Singapore,Antwerp,Sea,Pharmaceuticals,3438.17,107.69,2.8,6.8,Storm,0.975,19.35,1
SC-13083,7/19/2025,Busan,Antwerp,Sea,Textiles,9020,53.65,3.52,9.1,Clear,0.688,18.71,0
SC-13084,5/2/2025,Dubai,Marseille,Road,Textiles,10666.52,341.85,1.95,8.3,Rain,0.789,10.27,1
SC-13085,2/27/2024,Busan,Los Angeles,Rail,Textiles,10361.62,330.7,1.21,4.5,Storm,0.543,26.58,1
SC-13086,10/14/2025,Busan,Los Angeles,Air,Pharmaceuticals,6418.2,475.35,2.33,3.9,Clear,0.679,0.75,1
SC-13087,1/10/2024,Busan,Marseille,Rail,Pharmaceuticals,723.23,365.11,4.4,2.4,Rain,0.706,1.45,1
SC-13088,12/20/2025,Shanghai,Hamburg,Air,Automotive,8952.43,26.97,3.49,3.7,Hurricane,0.918,5.4,1
SC-13089,6/24/2024,Rotterdam,Shanghai,Air,Textiles,4169.97,442.24,2.52,1.1,Storm,0.757,0.72,0
SC-13090,3/25/2024,Shanghai,Marseille,Air,Perishables,7028.69,431.47,1.84,9.7,Fog,0.866,1.39,0
SC-13091,5/26/2025,Dubai,Los Angeles,Road,Perishables,14384.92,222.22,2.38,5.7,Fog,0.51,15.19,0
SC-13092,3/20/2025,Shanghai,Rotterdam,Air,Textiles,6286.01,293.35,1.76,1.3,Rain,0.732,1.19,0
SC-13093,10/22/2025,Los Angeles,Dubai,Air,Textiles,12677.12,488.06,1.55,3.5,Fog,0.951,0.8,1
SC-13094,12/5/2024,Hamburg,Busan,Air,Perishables,3233.84,266.62,4.19,5.5,Storm,0.612,0.52,1
SC-13095,8/2/2025,Rotterdam,Busan,Sea,Perishables,10250.68,452.76,4.49,5.3,Hurricane,0.516,144.46,1
SC-13096,4/7/2024,Rotterdam,Singapore,Air,Perishables,14666.6,42.44,1.74,0.4,Clear,0.717,0.7,0
SC-13097,6/24/2025,Hamburg,Antwerp,Sea,Textiles,1977.45,96.33,1.38,9.5,Fog,0.852,6.18,0
SC-13098,2/13/2024,Los Angeles,Busan,Road,Pharmaceuticals,620.64,220.94,2.29,2.8,Rain,0.727,1.3,1
SC-13099,8/23/2024,Singapore,Los Angeles,Sea,Automotive,6786.95,292.79,2.72,0.2,Hurricane,0.73,75.83,1
SC-13100,8/4/2024,Rotterdam,Hamburg,Road,Perishables,1843.07,408.3,1.88,0.8,Storm,0.835,2.87,0
SC-13101,12/9/2025,Antwerp,Marseille,Air,Electronics,11351.57,494.14,2.19,5.8,Hurricane,0.627,7.01,1
SC-13102,8/3/2025,Shanghai,Singapore,Air,Automotive,13760.96,195.04,1.86,1.4,Rain,0.876,1.18,0
SC-13103,5/1/2025,Los Angeles,Shanghai,Air,Electronics,6793.3,24.66,3.76,0.4,Fog,0.577,1.5,0
SC-13104,10/4/2024,Busan,Singapore,Sea,Pharmaceuticals,4251.32,400.78,3.55,3.8,Hurricane,0.698,56.63,1
SC-13105,2/17/2024,Shanghai,Dubai,Air,Automotive,6798.85,302.59,3.3,6.2,Clear,0.828,0.5,0
SC-13106,3/17/2024,Dubai,Hamburg,Air,Textiles,10989.99,100.07,2.48,1.1,Fog,0.914,1.23,0
SC-13107,12/1/2025,Singapore,Dubai,Air,Pharmaceuticals,631.29,247.92,4.2,3.1,Rain,0.896,0.5,0
SC-13108,10/14/2024,Hamburg,Busan,Sea,Electronics,9047.08,371.41,4.4,4.2,Storm,0.861,45.57,0
SC-13109,7/10/2025,Shanghai,Hamburg,Sea,Textiles,9392.73,385.44,1.77,1.6,Hurricane,0.68,112.65,1
SC-13110,7/31/2025,Antwerp,Shanghai,Sea,Automotive,9746.48,250.31,1.94,5.1,Storm,0.561,50.08,1
SC-13111,11/4/2025,Dubai,Busan,Sea,Textiles,4009.32,153.3,2.93,0.9,Rain,0.608,6.56,0
SC-13112,2/3/2024,Shanghai,Rotterdam,Air,Pharmaceuticals,10853.76,486.9,1.5,0.5,Clear,0.932,1.68,0
SC-13113,7/2/2024,Dubai,Shanghai,Air,Electronics,1825.18,332.02,2.64,5.2,Clear,0.929,0.5,0
SC-13114,11/18/2024,Rotterdam,Dubai,Air,Automotive,3389.42,204.71,3.12,2.5,Clear,0.976,0.5,0
SC-13115,1/17/2024,Singapore,Antwerp,Sea,Pharmaceuticals,13223.32,140.95,2.92,1,Clear,0.538,20.15,0
SC-13116,7/31/2024,Shanghai,Rotterdam,Sea,Textiles,11211.49,365.82,2.29,4.2,Rain,0.768,22.45,0
SC-13117,8/24/2025,Busan,Rotterdam,Sea,Textiles,699.31,121.85,2.99,9.2,Fog,0.824,2.08,0
SC-13118,5/27/2024,Busan,Hamburg,Road,Pharmaceuticals,4101.46,86.68,4.36,7.2,Hurricane,0.855,27.1,1
SC-13119,12/30/2025,Busan,Los Angeles,Road,Textiles,3608.89,265.39,1.88,8.2,Hurricane,0.822,23.99,1
SC-13120,2/11/2025,Hamburg,Shanghai,Road,Electronics,4426.69,145.7,3.36,8.7,Fog,0.885,5.3,1
SC-13121,3/19/2024,Singapore,Busan,Road,Pharmaceuticals,4089.62,314.82,1.34,9.7,Hurricane,0.68,27.82,1
SC-13122,11/2/2024,Dubai,Los Angeles,Sea,Pharmaceuticals,1406.63,59.85,1.42,7.6,Storm,0.59,7.63,1
SC-13123,6/15/2024,Singapore,Dubai,Sea,Perishables,7154.64,327.82,3.02,6.1,Clear,0.602,12.49,0
SC-13124,7/31/2025,Busan,Hamburg,Sea,Electronics,11124.64,142.36,1.55,3.7,Hurricane,0.506,146.27,1
SC-13125,9/3/2024,Dubai,Hamburg,Road,Electronics,9297.61,1.12,1.27,1.8,Rain,0.675,6.94,0
SC-13126,8/3/2025,Rotterdam,Singapore,Road,Electronics,10256.64,64.34,1.77,6.9,Clear,0.546,9.28,1
SC-13127,2/2/2025,Los Angeles,Rotterdam,Sea,Electronics,1676.66,466.87,3.06,9.9,Storm,0.661,9.93,1
SC-13128,11/24/2025,Singapore,Shanghai,Sea,Automotive,14296.62,433.81,3.52,4.7,Hurricane,0.814,196.67,1
SC-13129,7/7/2025,Hamburg,Dubai,Sea,Automotive,12658.13,117.57,1.87,7.2,Storm,0.947,71.94,1
SC-13130,12/5/2024,Dubai,Marseille,Rail,Electronics,12173.81,389.41,3.41,5,Rain,0.92,13.06,0
SC-13131,1/28/2025,Singapore,Busan,Air,Perishables,12433.27,304.68,1.8,4.3,Fog,0.626,1.55,0
SC-13132,5/23/2024,Shanghai,Los Angeles,Rail,Perishables,14024.3,485.48,3.22,4.1,Fog,0.567,16.5,0
SC-13133,12/6/2025,Antwerp,Rotterdam,Road,Pharmaceuticals,8391.68,187.43,2.56,5,Storm,0.597,18.76,1
SC-13134,3/21/2024,Shanghai,Dubai,Sea,Textiles,3404.09,341.05,3.36,3.7,Hurricane,0.985,44.63,1
SC-13135,5/27/2025,Antwerp,Busan,Rail,Electronics,9443.36,32.7,4.48,7.5,Fog,0.775,12.95,0
SC-13136,12/20/2024,Hamburg,Los Angeles,Sea,Automotive,11271.78,198.73,4.29,8.7,Fog,0.591,33.98,1
SC-13137,2/24/2024,Rotterdam,Busan,Air,Pharmaceuticals,11199.8,481.95,1.21,8.8,Clear,0.92,1.7,1
SC-13138,4/10/2024,Los Angeles,Dubai,Rail,Electronics,8061.01,269.95,4.12,2.3,Rain,0.698,6.15,0
SC-13139,3/23/2025,Antwerp,Dubai,Rail,Automotive,1492.65,144.65,1.42,9,Fog,0.95,1.98,0
SC-13140,8/25/2024,Shanghai,Los Angeles,Air,Textiles,5881.14,61.02,4.35,3.4,Storm,0.63,0.5,1
SC-13141,3/18/2024,Singapore,Hamburg,Sea,Electronics,13851.12,352.06,2.13,3.1,Fog,0.697,33.36,0
SC-13142,12/14/2024,Los Angeles,Hamburg,Sea,Pharmaceuticals,8974.51,322.78,2.46,7.3,Rain,0.752,20.23,0
SC-13143,9/11/2025,Rotterdam,Singapore,Road,Automotive,8305.81,187.6,1.5,3,Clear,0.946,5.39,1
SC-13144,9/20/2025,Antwerp,Rotterdam,Rail,Electronics,4398.38,475.52,1.57,0.5,Rain,0.934,4.11,0
SC-13145,9/1/2025,Antwerp,Shanghai,Road,Electronics,5842.51,12.08,3.6,3.7,Fog,0.787,7.01,0
SC-13146,2/10/2025,Hamburg,Antwerp,Air,Pharmaceuticals,13482.52,152.56,4.32,7.2,Rain,0.611,2.48,0
SC-13147,11/30/2024,Rotterdam,Antwerp,Air,Textiles,10163.71,460.61,3.22,3.3,Storm,0.702,1.48,1
SC-13148,1/31/2024,Shanghai,Antwerp,Rail,Textiles,11917.11,161.15,3.56,6.3,Storm,0.988,31.73,1
SC-13149,10/11/2025,Hamburg,Busan,Rail,Perishables,7088.01,126.87,3.71,6.6,Storm,0.804,19.92,1
SC-13150,10/6/2024,Busan,Singapore,Road,Automotive,9638.58,267.58,2.07,7.3,Rain,0.891,10.22,0
SC-13151,4/6/2025,Antwerp,Singapore,Rail,Pharmaceuticals,4101.56,412.08,1.35,9,Hurricane,0.725,33.41,1
SC-13152,5/17/2025,Hamburg,Dubai,Sea,Textiles,10729.18,52.47,1.21,4.3,Storm,0.766,55.18,1
SC-13153,8/21/2024,Rotterdam,Singapore,Sea,Perishables,6700.22,471.57,2.36,1.7,Fog,0.714,15.01,1
SC-13154,12/30/2024,Dubai,Antwerp,Sea,Pharmaceuticals,6916.91,397.74,2,3.2,Hurricane,0.851,88.81,1
SC-13155,7/20/2025,Shanghai,Singapore,Air,Electronics,9915.17,91.44,1.41,4.3,Hurricane,0.926,5.08,1
SC-13156,1/19/2025,Dubai,Marseille,Sea,Textiles,14076.07,356.29,1.79,7.1,Fog,0.754,39.63,0
SC-13157,3/18/2025,Los Angeles,Busan,Road,Textiles,1428.09,193.09,1.61,0.1,Rain,0.74,1.36,0
SC-13158,7/9/2024,Busan,Hamburg,Road,Textiles,12458.78,201.75,4.22,3.2,Rain,0.67,10.79,1
SC-13159,11/27/2025,Busan,Dubai,Air,Perishables,4739.56,391.86,1.66,7.8,Clear,0.589,0.87,0
SC-13160,8/22/2025,Antwerp,Shanghai,Sea,Automotive,6936.83,481.43,2.97,6.7,Hurricane,0.97,103.18,1
SC-13161,11/7/2025,Busan,Shanghai,Rail,Perishables,817.74,64.2,3.16,7.3,Clear,0.658,0.9,1
SC-13162,1/24/2025,Hamburg,Shanghai,Rail,Automotive,4865.17,210.89,2.99,8.1,Rain,0.9,6.1,1
SC-13163,3/28/2024,Antwerp,Shanghai,Rail,Pharmaceuticals,7788.15,240.99,1.53,7.8,Rain,0.858,8.05,1
SC-13164,9/25/2025,Shanghai,Rotterdam,Road,Pharmaceuticals,1314.55,188.78,2.25,6.8,Rain,0.895,1.36,0
SC-13165,10/29/2024,Antwerp,Shanghai,Road,Automotive,7620.89,182.23,1.37,4.4,Storm,0.968,16.63,1
SC-13166,9/9/2024,Dubai,Busan,Sea,Electronics,13943.1,27.08,2.51,9.8,Fog,0.812,43.44,0
SC-13167,12/31/2025,Rotterdam,Los Angeles,Rail,Automotive,2028.2,343.08,1.82,5.7,Fog,0.949,2.67,1
SC-13168,3/16/2024,Antwerp,Shanghai,Sea,Textiles,11584.39,218.67,3.05,2,Clear,0.584,17.94,0
SC-13169,3/25/2024,Antwerp,Marseille,Sea,Pharmaceuticals,6440.23,98.2,3.49,2.9,Fog,0.813,15.09,1
SC-13170,10/1/2024,Shanghai,Hamburg,Road,Electronics,10000.02,408.2,2.96,6.9,Clear,0.886,8.58,0
SC-13171,6/6/2024,Singapore,Busan,Road,Textiles,4273.43,401.48,2.63,9.2,Fog,0.636,5.82,1
SC-13172,1/24/2025,Dubai,Busan,Road,Pharmaceuticals,2812.64,243.71,2.48,1.8,Rain,0.87,2.26,0
SC-13173,12/29/2025,Busan,Rotterdam,Road,Pharmaceuticals,2826.71,149.93,3.98,0.8,Clear,0.889,1.4,0
SC-13174,10/11/2025,Los Angeles,Dubai,Rail,Automotive,1522.13,319.41,1.92,8.8,Fog,0.916,2.69,1
SC-13175,6/6/2024,Rotterdam,Shanghai,Sea,Pharmaceuticals,3191.88,144.79,3.62,9.2,Storm,0.656,19.49,1
SC-13176,2/2/2025,Busan,Rotterdam,Sea,Electronics,10131.18,118.77,3.7,2.8,Storm,0.841,47.67,1
